,10_Otago_00001 10_otago.,10_Otago_00002 10_otago.,10_Otago_00003 10_otago.,10_Otago_00004 10_otago.,11_Iceland_00001 11_iceland.,11_Iceland_00002 11_iceland.,11_Iceland_00003 11_iceland.,11_Iceland_00004 11_iceland.,15_Oxia_Sophia_00001 15_oxia_sophia.,15_Oxia_Sophia_00002 15_oxia_sophia.,15_Oxia_Sophia_00003 15_oxia_sophia.,15_Oxia_Sophia_00004 15_oxia_sophia.,2_Atacama_Red_00001 2_atacama_red.,2_Atacama_Red_00002 2_atacama_red.,2_Atacama_Red_00003 2_atacama_red.,2_Atacama_Red_00004 2_atacama_red.,3_Sabtha_00001 3_sabtha.,3_Sabtha_00002 3_sabtha.,3_Sabtha_00003 3_sabtha.,3_Sabtha_00004 3_sabtha.,4_Watchet_Bay_00001 4_watchet_bay.,4_Watchet_Bay_00002 4_watchet_bay.,4_Watchet_Bay_00003 4_watchet_bay.,4_Watchet_Bay_00004 4_watchet_bay.,4_Watchet_Bay_00005 4_watchet_bay.,4_Watchet_Bay_00006 4_watchet_bay.,5_Granby_00001 5_granby.,5_Granby_00002 5_granby.,5_Granby_00003 5_granby.,5_Granby_00004 5_granby.,6_Hydrothermal_Clay_00001 6_hydrothermal_clay.,6_Hydrothermal_Clay_00002 6_hydrothermal_clay.,6_Hydrothermal_Clay_00003 6_hydrothermal_clay.,6_Hydrothermal_Clay_00004 6_hydrothermal_clay.,7_Oxia_Teresa_00001 7_oxia_teresa.,7_Oxia_Teresa_00002 7_oxia_teresa.,7_Oxia_Teresa_00003 7_oxia_teresa.,7_Oxia_Teresa_00004 7_oxia_teresa.,8_Mudstone_00001 8_mudstone.,8_Mudstone_00002 8_mudstone.,8_Mudstone_00003 8_mudstone.,8_Mudstone_00004 8_mudstone.,9_Congo_00001 9_congo.,9_Congo_00002 9_congo.,9_Congo_00003 9_congo.,9_Congo_00004 9_congo.,00001 Standard.,00002 Standard.,00003 Standard.,Standard_retest_00001 Standard_retest.,Standard_retest_00002 Standard_retest.,Standard_retest_00003 Standard_retest.
1245.39353673,0.9134897698429294,0.9522420618839897,0.9406080475493798,0.9252693394052596,0.9395390889765454,0.9444570628997219,0.973308202059181,0.9629552908796123,0.9480257939856559,0.9508442413902455,0.9465845483952919,0.9472751672589854,0.9428971776115065,0.9493296115792831,0.9495789540888511,0.9431868362585318,0.957627740770655,0.9821659002527365,0.9834991146668937,0.9789362066410852,0.965139393295004,0.9894387418428587,0.971843105106443,0.9872580651396937,0.984574550188504,0.9732550414292551,0.9763742955886487,0.9662158181198723,0.9412437397646158,0.9600279980166312,0.9986658752116674,0.9984150314648742,0.9992255885482246,0.9972904381383418,0.9822580330841443,0.9813962764202504,0.9848715384644736,0.9847647862908602,0.9426721632730386,0.9429799006158752,0.9404045837750282,0.9544853949485615,0.9384933973015368,0.94410144346814,0.9219160895409155,0.9228122635891879,0.9999999999999998,1.0,0.9985009391590014,0.9967594421919839,0.9965514692381703,0.9964081908234834
1250.80130588,0.9153425822788132,0.9546004970573364,0.9427245260845948,0.9272009055521887,0.9400114636253442,0.9451040705101189,0.9740789787138285,0.96323043605869,0.9491142681293555,0.9517786356290537,0.9473006107935474,0.9482337671639569,0.9415994512166617,0.9478105712999707,0.9484856459749085,0.941756071984892,0.9661287766467493,0.9865009217875133,0.9874018801362191,0.9834898623866115,0.9670646379297333,0.9902775954305872,0.9734261712038312,0.9882221303275737,0.985239431164021,0.9749725182225399,0.9777196535050153,0.9677907442010578,0.9433998938342274,0.9617197843331167,0.999186735480264,0.9988368564051302,0.9996577571961492,0.9980474246765046,0.9825984899717439,0.9821107608803684,0.98563028424821,0.98525287243248,0.9440913802145962,0.9442737267954099,0.9416491106501194,0.95571778164423,0.940067804497077,0.9457502421040638,0.9242758970643372,0.9246251461004925,0.9999999999999998,1.0,0.9983391267061631,0.9965893914546866,0.9963466172917075,0.9964974877301964
1256.21247686,0.9175210118869035,0.9568356409041768,0.944478836874506,0.9292173338653837,0.9404880618510062,0.9457179340329431,0.9744263710227035,0.963401037450143,0.9502317175166721,0.9524369301740694,0.9480716350758049,0.9492254212682943,0.9402899208813724,0.946407012731623,0.947137214411061,0.9401323390244608,0.973246332076962,0.9898757298204476,0.9905128967629153,0.9873018387275181,0.9688526511933635,0.9908298243263591,0.9748935662139862,0.9890322947643999,0.986001899041687,0.9764157032899919,0.9788685925262753,0.969260304509095,0.9455242160065168,0.9634499455193398,0.9997371662073192,0.9992957864739722,0.9998629722261312,0.9985554517486545,0.9830339392841644,0.9824714602139056,0.9863013845325104,0.9859898529755748,0.9452769660975894,0.945634958926311,0.9432506533337345,0.9565674663219411,0.9415263792057951,0.9473488282325065,0.9262080644483688,0.9263456058655448,0.9999999999999998,1.0,0.9980740834399465,0.9964673464450049,0.9961785881825105,0.9963268541018658
1261.62708732,0.9196085819632529,0.9588236451849458,0.9459986937967292,0.9308065300537424,0.9410174853144724,0.9463824436877637,0.9746324950587966,0.9637942981121234,0.9513106785802902,0.9531119099631906,0.9486783643327945,0.9502117490618196,0.938690583287367,0.9449611754109051,0.9457752582251454,0.9384782854856227,0.9790931659347357,0.9924773365007948,0.9929720698144932,0.9903115102667386,0.970233500890962,0.9914743054176257,0.9762607346343285,0.9895528280834414,0.9865881642942302,0.977702706909269,0.9801066671644096,0.9706310104000246,0.9474651533384889,0.9650146627932109,0.999994684734399,0.999786440464785,0.9999573462630551,0.9989470970666589,0.9836668921042924,0.9828480475206474,0.9868159091435987,0.9867000669797329,0.946647860502951,0.9465573039402695,0.9449545388390289,0.9575619260554664,0.9429950414500414,0.9491837768457079,0.9282682764421151,0.9278435324303073,0.9999999999999998,1.0,0.9981378862516822,0.9961861057356741,0.9959484655298079,0.9962068089711674
1267.05580532,0.9216215458519028,0.96064283089114,0.9473652196523162,0.9324861058575673,0.9415550542748118,0.9469606750940556,0.9749553950368436,0.9644338978264939,0.9523612620842109,0.9536708403769184,0.9491523553701612,0.9510715069184944,0.9370451721400134,0.9433865564116095,0.9442920627978025,0.936974083761264,0.984353922573186,0.9944526389573654,0.9952390338390104,0.9927920259169734,0.9715865539106698,0.9919571351227325,0.9777698361573021,0.9899291846849004,0.9870277695964639,0.9790887179385686,0.9814955761780544,0.9721493829643263,0.9495052479809231,0.9664811803214907,1.0,1.0,0.9999113056697027,0.9992885949677663,0.9844581259591432,0.9832418942380522,0.9873388120453431,0.987417309446472,0.9479113125865894,0.9471645786823678,0.9464950128409538,0.9583466184145675,0.9445114501786143,0.950712742965823,0.9303570108358251,0.929345692027359,0.9999999999999998,1.0,0.997867876689959,0.9961439607588582,0.9960183186973367,0.996017609761452
1272.49861965,0.9236365938950967,0.9625073508331463,0.9487622263102345,0.9342110325395218,0.9423806162626663,0.9477568754879974,0.9752967899792987,0.9651410432319919,0.953468497364298,0.9543255481944866,0.9498348941296163,0.9519258851601325,0.935439207131321,0.9423385064484776,0.9429386208352866,0.9356931390395365,0.989126439633851,0.9962857999258993,0.9970734035026052,0.9950465211660094,0.9731137164504335,0.9924633513396474,0.9792451275000139,0.9906404162124698,0.9874208184628639,0.98059396571251,0.9829551430468642,0.9736035056362744,0.9514697053594285,0.9678939982992002,0.9999652305385025,1.0,0.9999222138861892,0.9997259954843813,0.9852245383064755,0.9836921010586831,0.9879298639669399,0.9879979843199608,0.9492540514862321,0.9476878074898926,0.9480844876430724,0.959018775828989,0.9458405801046296,0.9521886636145596,0.9323629675398898,0.9310456541752364,0.9999999999999998,1.0,0.9977358601486405,0.996252415826611,0.9959984054547252,0.9960651631044756
1277.95551888,0.9256238418544125,0.9639967929638704,0.9505807346920015,0.9362357443939877,0.9431526417781779,0.948614951215903,0.9755780709932582,0.9653937751230885,0.9545459793213155,0.9551260462925297,0.9507533515230175,0.9532512489919155,0.9340925866534396,0.9412605155287005,0.9415539017126481,0.9345252421073775,0.9924390073004815,0.9979627147234694,0.9984344161258464,0.9971346542957236,0.9747721348459039,0.9930635519116479,0.9810312107692045,0.9914704640476724,0.9880444728259412,0.9822647417180597,0.984614536842073,0.9751089886981076,0.9534363786437076,0.9692923958535917,1.0,0.9999484345544858,1.0,1.0,0.9863518665439571,0.9842578753655848,0.9887363563604955,0.9883459306045626,0.9506494496739603,0.9487785925454599,0.9499389988648411,0.9600369951552308,0.9476562196619048,0.9539277948239744,0.9344934554931242,0.9332900793721999,0.9999999999999998,1.0,0.9975979276652556,0.9963553061911492,0.9961034701831342,0.9960929947351864
1283.42649147,0.9277333871215923,0.9655822869248201,0.9525753902456956,0.9384143766734605,0.9439339465528003,0.9494840858181948,0.9758755203205691,0.9654631599702941,0.9559026263349015,0.9563287249279463,0.9517648641891073,0.9544743409283333,0.9329091468767259,0.9405447473037126,0.9403926467327985,0.93373965238895,0.9949092654937999,0.9992630959295592,0.9993006217656322,0.9987017194574358,0.9759374847845538,0.9938292743429091,0.9826041031306852,0.992288852281683,0.9888128675421185,0.9838533809022834,0.9864788220109146,0.9765539368916367,0.9554246009469405,0.97078580175211,0.9998888730244598,1.0,0.9999729334005056,1.0,0.9871281930729486,0.9850552097490097,0.9895057395743199,0.9889780739525763,0.9520022590075979,0.9499798027920088,0.9519415660197245,0.9614363542724016,0.9495724361541072,0.9555568982008398,0.9365448662134511,0.9355413910875412,0.9999999999999998,1.0,0.9976191142130758,0.9965300095959257,0.9961207271450453,0.9961484592242796
1288.9115257,0.9295757878078424,0.967352102750519,0.9542805495662312,0.9401641123680997,0.944860052316446,0.9503081940232463,0.975980955071865,0.9657545226825024,0.9573043481474541,0.9576794965289767,0.9529484481418293,0.9558659141223167,0.9318129005238569,0.9397235605160712,0.939146514732039,0.9325947250474885,0.9960714133773689,0.9999835812205349,1.0,0.9996502544261112,0.9769641202823303,0.9942553840637628,0.9838776626100457,0.9930226063972943,0.9895590115314652,0.9851273002010771,0.9883948016832952,0.9781362824922238,0.9572171648952806,0.972004059653002,1.0,0.9999825469520521,1.0,1.0,0.9877503283389564,0.9858096782419592,0.9903912242495261,0.9895334944511288,0.9534337014237104,0.950865151278,0.9534033865163611,0.9625576470349337,0.9513496711279686,0.9570191601481908,0.9384410092742027,0.9375637651820499,0.9999999999999998,1.0,0.9975279753521852,0.9967088850108305,0.9960919360495997,0.9962817511185463
1294.41060969,0.9313350990715018,0.9691840689645584,0.9562368123696335,0.9413016904333852,0.9457801258977997,0.9510988915358817,0.9763710963672466,0.9664047472226325,0.9587794538695857,0.9593070073041361,0.9541422025499549,0.9573582259742506,0.9307272474794867,0.9387813436825752,0.9382142432445172,0.9312025653660897,0.9963751667748254,1.0,1.0,1.0,0.9781047951133232,0.9947295572730682,0.9847671491020074,0.9936068035717969,0.9901850558800579,0.9859607437878841,0.9900799194887789,0.9795952830773778,0.9590388126548081,0.973340369869102,1.0,1.0,1.0,1.0,0.9882880802758276,0.9866828690533934,0.9909564768960222,0.9904977950256268,0.9549705170419575,0.9521410012258575,0.954404202382483,0.9633200455730435,0.9530360455726008,0.9586419855705738,0.94038988477554,0.9395142188507227,0.9999999999999998,1.0,0.9973718045917406,0.996692135030522,0.9960557334403122,0.9963325001034365
1299.91690127,0.9328343999382932,0.9706441775579495,0.9582402276735039,0.9424401449226459,0.9467681681361151,0.9520728985834223,0.976933593585347,0.9674196674732928,0.959930027194506,0.9607201675335133,0.9553445884665215,0.959013292239757,0.9298894886481138,0.9378307095170305,0.9375900785007493,0.9297707045716678,0.9953538073795877,0.9996341287566686,1.0,0.9998278578039441,0.9796292262588897,0.9950545288141243,0.9857381165585207,0.9941261699224093,0.9904806899352513,0.9867203322370998,0.9915793766637685,0.9810529982913393,0.9609669924231368,0.9745450989749261,1.0,1.0,1.0,1.0,0.9888132210480379,0.9873937463486946,0.9914220580891173,0.9913345624870651,0.9562760808625251,0.9540565459492257,0.955340769666646,0.9645325703013595,0.9550561373559822,0.9603060673748641,0.9422530449596337,0.9415205916640103,0.9999999999999998,1.0,0.9973324168350207,0.9964771474385402,0.9960341511116464,0.9963958752357769
1305.42577023,0.9341539332056927,0.9718189172197105,0.9601625583634478,0.9437930152194297,0.9477259728723724,0.953113035084858,0.9771638814828175,0.9680246619624763,0.9608266820566772,0.9619110030972214,0.9569193221453882,0.9603645107839909,0.9286939817101251,0.9364933860917545,0.9367922109995394,0.9286609096008424,0.99265909578113,0.9983600697567102,0.9991319325091147,0.998626617850628,0.9810498828303095,0.9953539273324375,0.986725147015109,0.994529411988251,0.9905341643981692,0.9873213103949124,0.9927740447932556,0.982435195230962,0.96272324316481,0.975547003399858,0.9999973456008708,1.0,1.0,1.0,0.9894110435988387,0.9881104405365101,0.991887958309571,0.9920579340134207,0.9574457994157531,0.9557176094972984,0.9561679908907047,0.9656450214655213,0.956705074310961,0.9616074600063327,0.9442700910742301,0.9434019046206829,0.9999999999999998,1.0,0.9970359082613172,0.9963308353531797,0.9959624493860867,0.9962440634927814
1310.93719838,0.9354467892424826,0.9729943817103119,0.9615199413395988,0.9454623680864896,0.9489112701102341,0.9544486471180736,0.9776611040718788,0.9686201955627783,0.9617807288345216,0.963107282162265,0.9583385066511245,0.961847825657723,0.9274774276965467,0.9354214061631807,0.935807306742862,0.9277329769979643,0.9884249030524169,0.9963975536368149,0.9975771292873193,0.9963788922829594,0.9823160763311214,0.9956920954717812,0.9877937156748889,0.9949923298633161,0.9906578705924319,0.9882235659803051,0.9939190735308314,0.9835409013818623,0.9643754747828076,0.976622843987082,1.0,1.0,1.0,1.0,0.9900704165361536,0.9889126340665696,0.9928998043216658,0.9928137927162811,0.9586413364495,0.9571748777449754,0.9573098819652732,0.9670172185780556,0.9585434514433606,0.9634832736805461,0.9464185859686556,0.9453767659583345,0.9999999999999998,1.0,0.997177795235249,0.9962033113000502,0.996011377250627,0.9962638110155383
1316.45116775,0.9371105602812027,0.9739606148257417,0.9629785944339029,0.947085145182693,0.949870842946451,0.9558670741532513,0.9780035550394273,0.9698884879613043,0.9628645175703193,0.9642066349334044,0.959650694363128,0.9632676814709706,0.9265103459157422,0.9345013348629713,0.93495797976314,0.9267503009361142,0.9827422988068248,0.9936437551457034,0.9951941230567675,0.9933349026487757,0.9833084623504917,0.9958950002494474,0.9885427383858206,0.9956118364245983,0.9906943812569442,0.9888639834397431,0.9948346669584651,0.9844168635664727,0.9656814906200841,0.9777524585003216,1.0,1.0,1.0,1.0,0.9906558061469111,0.9898174368129575,0.993567113334781,0.9935187608673129,0.9596882243807672,0.9587022497862774,0.9586650075620126,0.9682792714447294,0.9603906783696463,0.9649387777353537,0.9482579601318903,0.9474058810580713,0.9999999999999998,1.0,0.9971538509046477,0.9961736744962485,0.9959039563481621,0.9959204741300886
1321.96766053,0.9386965867361821,0.9744624131964582,0.9638232757221338,0.9485480183015764,0.9509200356613606,0.9572287429396462,0.9784367818150566,0.970734941752407,0.9637139071675078,0.965177482331446,0.9607309828847957,0.9645374463988146,0.9253247626027609,0.9336472378312619,0.933661460467353,0.9256366303637243,0.9751163203971778,0.9896905598827319,0.992068034075053,0.9891972203407005,0.9839596934349759,0.9959897074407441,0.9887556716594026,0.9958306320451071,0.9904122955380438,0.9893408853985217,0.9952897712130435,0.9850004835547258,0.9663815807473664,0.978639205075021,1.0,1.0,1.0,1.0,0.9912703787788316,0.99050993961655,0.9942763121437312,0.9937077355398879,0.9606417657834129,0.9598964305748111,0.9597180891232798,0.9690750371415163,0.9621773154795279,0.9660859047575948,0.9500712653560794,0.9492120561293756,1.0,1.0,0.9970585276233953,0.9961500842974281,0.9957864729890558,0.9959195551091651
1327.4866591,0.9396736955878574,0.9747242673528855,0.964895786877208,0.9498150649420904,0.9516510192708862,0.958370694151103,0.9785110079329895,0.9710334777871797,0.9647431107446959,0.9660769289755053,0.9614591746307872,0.965422510199553,0.9240721265288225,0.9326528961878477,0.932441195879762,0.924553211504171,0.9656129891134473,0.9849793288239206,0.9877543944118992,0.9840990014148465,0.9843391900835073,0.9957736180531611,0.9886687270084824,0.9958757291538725,0.9899014187565446,0.9895222859904779,0.99530234142938,0.9851974350716561,0.9672191039638472,0.9792138553033347,0.9998338800628219,0.999843198910556,0.9999025331745441,1.0,0.9917630544015401,0.9909752226751963,0.9944495939547652,0.9940517167015097,0.9617469415066744,0.9608316180619781,0.9605085436988303,0.9695552322569306,0.963870666518376,0.9669287132582916,0.9515381242456057,0.9507270914497433,0.9999999999999998,0.9999864355201622,0.9970541053256857,0.9959299213393934,0.9957864980597155,0.9958677358764
1333.01349556,0.9403940688828989,0.9746096410903075,0.9656010389577132,0.9506201998014845,0.9523660563019,0.9594256772037861,0.9784173019333876,0.9711447515945009,0.9655976873816541,0.9670629122745352,0.9622270796191393,0.9662270350169619,0.9227420861345912,0.9313504053815163,0.931099903456482,0.9235120394783626,0.9544845742307688,0.9792422455742359,0.9821455014854369,0.9778136939784866,0.9845349700542873,0.9952074442905798,0.9880223364385938,0.9953315912459378,0.989530492402605,0.9892684084970519,0.9952202767162318,0.985209068888789,0.9676338587853179,0.9791229626606572,0.9995201058126338,0.9997172421004447,0.9996062269940565,0.9996833502531787,0.9921467528733069,0.9909771027201252,0.994491892870724,0.9942535412376435,0.9631202969406134,0.961408757298158,0.961015880386143,0.9700829182486987,0.9654622564462759,0.9678157460304737,0.9529852953598139,0.9523356503429672,1.0,0.9999810876628948,0.9967532540072168,0.9960212611311496,0.9956692036918134,0.995593944032581
1338.5688161,0.9412186079327948,0.9744452645927595,0.9662583221986513,0.9514711177044334,0.9533836514524119,0.9608548346974723,0.9784173401680175,0.9720036641170829,0.9665295075461157,0.9681395551605051,0.9634533217825988,0.9671782454139387,0.9216874581060374,0.9301777296826033,0.9299979522977341,0.9224997696053587,0.9422138113985118,0.9728486830748327,0.9757258357967157,0.9708691252307594,0.9848175881668383,0.994505928403866,0.9873303206776547,0.9950359062326447,0.9892573403103776,0.9888164037621031,0.9950235864063328,0.9854476374501457,0.9676747350653737,0.9790331499861107,0.9991693107211815,0.9993844067864102,0.9992274115130003,0.9993356139083129,0.9925517220207515,0.991202877265476,0.9948252848701776,0.9946901910689981,0.9644330922405344,0.9620512711279738,0.9615790592500613,0.9712542476089275,0.9669754869722993,0.9686337361306958,0.9545692623833755,0.9540986866142489,0.9999999999999998,1.0,0.9965749953039643,0.9960465169777619,0.9956015257664795,0.9955981033734932
1344.15282419,0.942009883127563,0.9741742443897112,0.9671292224271562,0.9521734427587895,0.954817622556521,0.9625385017344252,0.9788421918943292,0.9729361657628739,0.96771894727232,0.9689500608903723,0.9643455801454807,0.9681746436112405,0.9207142835311818,0.9289739367837744,0.9291531334865399,0.9213876747533309,0.9287954413072211,0.9656153977512177,0.9688389762498215,0.9631654760779403,0.985077525763977,0.9940013088862981,0.9866118596850826,0.9945421921632497,0.9893195325857826,0.9882911988424297,0.9950866629144438,0.9854977497678212,0.9673707077112395,0.9787423998164024,0.9984160079540267,0.9987466997534199,0.9986614092996443,0.9987155143661791,0.9929339157597019,0.99165579900719,0.9953636722847585,0.9953359886013018,0.9654519146738344,0.9626674630949312,0.9617781179385066,0.9722562281329374,0.9684735560445318,0.9697244874906538,0.9562051452008098,0.9553751994970118,0.9999999999999998,1.0,0.9962826358833489,0.9958703890064106,0.9955164245571043,0.9954066511492535
1349.76572543,0.9420485394382776,0.9733950547342792,0.9676442219525871,0.9518715874458399,0.9561942923965837,0.9641090684624086,0.979064093020929,0.9735756363698173,0.9687196613772494,0.9693866433955936,0.964866901699142,0.9688690523757211,0.9197684696959193,0.9275837392648435,0.927758678107109,0.9199859212316559,0.9149338383585349,0.9578207721258568,0.9612768848191582,0.9549039924871936,0.9846978849339366,0.9933941877756469,0.9850763100239126,0.9940854781702739,0.989204458663792,0.9870598256398193,0.9946453281658727,0.9849797606512756,0.9667249362683937,0.9778758243029079,0.9969475652608629,0.9974566194166783,0.9974820149713413,0.9971492737482494,0.9933974468026014,0.9918511006804668,0.9957289137907074,0.9957714096650908,0.9656424823994542,0.9631559084187881,0.9613709820283245,0.9726596435557114,0.9698035682115618,0.9707721369760787,0.9575337553003577,0.9564967098069814,0.9999999999999998,1.0,0.9960784301092438,0.9957652021665725,0.9951353101866961,0.9952530135692965
