,10_Otago_00001 10_otago,10_Otago_00002 10_otago,10_Otago_00003 10_otago,10_Otago_00004 10_otago,11_Iceland_00001 11_iceland,11_Iceland_00002 11_iceland,11_Iceland_00003 11_iceland,11_Iceland_00004 11_iceland,15_Oxia_Sophia_00001 15_oxia_sophia,15_Oxia_Sophia_00002 15_oxia_sophia,15_Oxia_Sophia_00003 15_oxia_sophia,15_Oxia_Sophia_00004 15_oxia_sophia,2_Atacama_Red_00001 2_atacama_red,2_Atacama_Red_00002 2_atacama_red,2_Atacama_Red_00003 2_atacama_red,2_Atacama_Red_00004 2_atacama_red,3_Sabtha_00001 3_sabtha,3_Sabtha_00002 3_sabtha,3_Sabtha_00003 3_sabtha,3_Sabtha_00004 3_sabtha,4_Watchet_Bay_00001 4_watchet_bay,4_Watchet_Bay_00002 4_watchet_bay,4_Watchet_Bay_00003 4_watchet_bay,4_Watchet_Bay_00004 4_watchet_bay,4_Watchet_Bay_00005 4_watchet_bay,4_Watchet_Bay_00006 4_watchet_bay,5_Granby_00001 5_granby,5_Granby_00002 5_granby,5_Granby_00003 5_granby,5_Granby_00004 5_granby,6_Hydrothermal_Clay_00001 6_hydrothermal_clay,6_Hydrothermal_Clay_00002 6_hydrothermal_clay,6_Hydrothermal_Clay_00003 6_hydrothermal_clay,6_Hydrothermal_Clay_00004 6_hydrothermal_clay,7_Oxia_Teresa_00001 7_oxia_teresa,7_Oxia_Teresa_00002 7_oxia_teresa,7_Oxia_Teresa_00003 7_oxia_teresa,7_Oxia_Teresa_00004 7_oxia_teresa,8_Mudstone_00001 8_mudstone,8_Mudstone_00002 8_mudstone,8_Mudstone_00003 8_mudstone,8_Mudstone_00004 8_mudstone,9_Congo_00001 9_congo,9_Congo_00002 9_congo,9_Congo_00003 9_congo,9_Congo_00004 9_congo,00001 Standard,00002 Standard,00003 Standard,Standard_retest_00001 Standard_retest,Standard_retest_00002 Standard_retest,Standard_retest_00003 Standard_retest
1711.0,0.457409,0.47407299999999997,0.343418,0.22715,0.185499,0.166983,0.10012499999999999,0.101635,0.413508,0.427735,0.414747,0.41499699999999995,0.260012,0.242305,0.291144,0.296463,0.25880400000000003,0.40177999999999997,0.44976799999999995,0.353646,0.523269,0.45415999999999995,0.53004,0.452044,0.375606,0.5416380000000001,0.276747,0.202842,0.185776,0.19931100000000002,0.427049,0.351242,0.302856,0.37274799999999997,0.439212,0.434848,0.409398,0.427419,0.141174,0.151788,0.137263,0.187106,0.163961,0.14544100000000001,0.15953099999999998,0.16220800000000002,1.000081,0.999952,0.536308,0.994056,0.992562,0.993197
1712.0,0.457476,0.473989,0.34346600000000005,0.22714099999999998,0.185334,0.16684200000000002,0.100027,0.101505,0.41349400000000003,0.427688,0.414787,0.415061,0.25991,0.24218699999999999,0.291026,0.29648800000000003,0.25682,0.400209,0.447826,0.35222299999999995,0.52289,0.454026,0.529199,0.451646,0.375475,0.540817,0.276778,0.202829,0.18574400000000002,0.199217,0.426874,0.35112499999999996,0.302821,0.372614,0.439062,0.434826,0.409223,0.427224,0.141128,0.15165800000000002,0.137162,0.186983,0.163974,0.145445,0.15951,0.162173,1.0001579999999999,0.999914,0.536301,0.99402,0.992355,0.993099
1713.0,0.45758499999999996,0.473951,0.343532,0.227159,0.18520299999999998,0.166735,0.099959,0.101395,0.413512,0.427684,0.414867,0.415142,0.259868,0.242093,0.290944,0.296523,0.254824,0.39861800000000003,0.445929,0.350774,0.522504,0.453868,0.528343,0.451235,0.375368,0.5399889999999999,0.276829,0.202837,0.18573599999999998,0.199162,0.42674300000000004,0.35104100000000005,0.302797,0.372506,0.438939,0.434839,0.409095,0.427083,0.141109,0.15154299999999998,0.13709300000000002,0.186901,0.16399899999999998,0.14546599999999998,0.159504,0.162162,1.000207,0.9998940000000001,0.536326,0.993941,0.9921420000000001,0.992985
1714.0,0.457778,0.474006,0.343638,0.227231,0.185129,0.166694,0.099949,0.101315,0.413585,0.42776000000000003,0.415022,0.415255,0.25993700000000003,0.24204699999999998,0.290933,0.296574,0.252806,0.397014,0.444118,0.349292,0.52212,0.45370399999999994,0.527484,0.45082099999999997,0.375317,0.5391819999999999,0.276918,0.202889,0.185781,0.19918,0.426698,0.351023,0.30279900000000004,0.372453,0.438877,0.434905,0.409057,0.42703899999999995,0.14114100000000002,0.151461,0.137082,0.186889,0.16404800000000003,0.14551999999999998,0.159536,0.162195,1.0002039999999999,0.9999089999999999,0.5364180000000001,0.993796,0.991932,0.992845
1715.0,0.458023,0.47411299999999995,0.343766,0.227328,0.185088,0.166692,0.09997400000000001,0.10125,0.41369500000000003,0.427883,0.415226,0.415385,0.260079,0.24202300000000002,0.290959,0.296636,0.250768,0.395385,0.442358,0.34778,0.5217269999999999,0.45351199999999997,0.526613,0.45037799999999995,0.3753,0.538363,0.27702899999999997,0.202966,0.185854,0.199241,0.4267,0.35104599999999997,0.302813,0.372427,0.438838,0.43501100000000004,0.409066,0.427049,0.141207,0.15139,0.137109,0.18692,0.164111,0.14559,0.159583,0.162256,1.000171,0.9999469999999999,0.536546,0.993585,0.991704,0.992675
1716.0,0.45826900000000004,0.47422400000000003,0.34389000000000003,0.227438,0.18506599999999998,0.16669899999999999,0.100007,0.101205,0.41381300000000004,0.42802,0.41542999999999997,0.41552100000000003,0.260228,0.242009,0.290995,0.296701,0.248733,0.393741,0.44061,0.346252,0.521321,0.45329300000000006,0.525708,0.449942,0.37526699999999996,0.537527,0.27714300000000003,0.20304099999999997,0.185924,0.19931200000000002,0.426714,0.35106699999999996,0.302821,0.372407,0.43880899999999995,0.43513199999999996,0.409095,0.427093,0.141271,0.151331,0.137142,0.186966,0.164176,0.14566700000000002,0.159632,0.16232,1.000128,0.9999850000000001,0.536676,0.993389,0.991486,0.992519
1717.0,0.45846800000000004,0.47429299999999996,0.343986,0.227555,0.185053,0.166689,0.100021,0.101189,0.413909,0.428138,0.415589,0.415653,0.260325,0.241998,0.291016,0.296762,0.24671900000000002,0.392089,0.438841,0.344716,0.5209,0.453048,0.524756,0.449548,0.375175,0.53667,0.277244,0.203086,0.185965,0.19936199999999998,0.426708,0.35104799999999997,0.302802,0.37237699999999996,0.43878100000000003,0.43524999999999997,0.409124,0.42715600000000004,0.141302,0.151289,0.137155,0.18700399999999998,0.16423200000000002,0.14574299999999998,0.159669,0.16236,1.000093,1.000005,0.536778,0.993282,0.991302,0.9924160000000001
1718.0,0.458631,0.474334,0.344056,0.227695,0.18506499999999998,0.16666799999999998,0.10003500000000001,0.101213,0.413987,0.42825,0.41572400000000004,0.415795,0.260388,0.242,0.29103,0.29681799999999997,0.2447,0.39041,0.437068,0.343159,0.520466,0.452774,0.523767,0.449204,0.375035,0.535804,0.27734400000000003,0.203112,0.185979,0.199407,0.426696,0.350997,0.302761,0.372346,0.438762,0.43538,0.409174,0.427263,0.14130800000000002,0.15127100000000002,0.137158,0.187058,0.164289,0.145834,0.159703,0.16238600000000003,1.000059,1.000008,0.536867,0.993241,0.991131,0.99235
1719.0,0.458775,0.474358,0.34411400000000003,0.227836,0.185082,0.16664400000000001,0.100039,0.101252,0.414061,0.428358,0.415833,0.415931,0.26043,0.24200500000000003,0.29104199999999997,0.296874,0.24270399999999998,0.388729,0.43528799999999995,0.34159599999999996,0.520016,0.452475,0.522734,0.448872,0.374861,0.534913,0.277435,0.203122,0.18598099999999998,0.19944299999999998,0.42667900000000003,0.35092799999999996,0.302704,0.372311,0.438745,0.435509,0.409225,0.427385,0.14129899999999998,0.151262,0.137154,0.187105,0.164338,0.14592,0.15973,0.16240200000000002,1.000026,1.000004,0.536941,0.9932500000000001,0.990989,0.992317
1720.0,0.458913,0.47436799999999996,0.34417200000000003,0.22794699999999998,0.185076,0.166617,0.100016,0.101274,0.414142,0.428459,0.415901,0.416038,0.260449,0.24199400000000001,0.291049,0.296938,0.24077500000000002,0.387081,0.43349200000000004,0.34005,0.519544,0.45215299999999997,0.521644,0.44850999999999996,0.37465899999999996,0.533979,0.2775,0.203112,0.185984,0.19946000000000003,0.42664700000000005,0.35085299999999997,0.302637,0.372258,0.43871899999999997,0.435618,0.40924,0.427479,0.141281,0.15124700000000002,0.13714,0.18711099999999997,0.16436800000000001,0.145978,0.15973800000000002,0.16240400000000002,1.000002,1.0,0.536993,0.9933029999999999,0.990903,0.992321
1721.0,0.459041,0.47434800000000005,0.344229,0.227996,0.185018,0.166585,0.09994199999999999,0.10125999999999999,0.41422899999999996,0.42853499999999994,0.415901,0.416089,0.260423,0.241955,0.291043,0.297025,0.238929,0.385473,0.431659,0.33852400000000005,0.519042,0.45179400000000003,0.520474,0.448088,0.374415,0.532986,0.277524,0.203073,0.18598900000000002,0.19943999999999998,0.42658,0.350762,0.302546,0.372177,0.438666,0.435687,0.409185,0.427517,0.14124,0.15120799999999998,0.137103,0.187038,0.164354,0.145982,0.15970800000000002,0.162377,0.9999899999999999,1.0,0.537001,0.9934189999999999,0.990903,0.9923770000000001
1722.0,0.45915500000000004,0.474302,0.34428,0.22800399999999998,0.18492699999999998,0.16654599999999997,0.09983,0.101227,0.414317,0.42859200000000003,0.41584400000000005,0.41609900000000005,0.260357,0.24189699999999997,0.291026,0.29712900000000003,0.23714400000000002,0.38389,0.42979799999999996,0.33700899999999995,0.518514,0.451399,0.519236,0.44763,0.374129,0.531944,0.277517,0.203008,0.18599,0.19939199999999999,0.426485,0.350653,0.30243400000000004,0.37207500000000004,0.43859499999999996,0.435728,0.409083,0.427521,0.141178,0.151155,0.137048,0.186908,0.16430599999999998,0.145947,0.159649,0.16232500000000002,0.9999859999999999,1.0,0.536975,0.993594,0.9909709999999999,0.99248
1723.0,0.459281,0.47427100000000005,0.344342,0.228018,0.184843,0.166514,0.099722,0.10119,0.41442,0.428669,0.41579099999999997,0.416112,0.260314,0.24183800000000003,0.291022,0.297213,0.23542300000000002,0.38234999999999997,0.42795099999999997,0.335519,0.517975,0.451013,0.517975,0.44716500000000003,0.37384999999999996,0.5308809999999999,0.277503,0.202941,0.186001,0.19935,0.426413,0.350562,0.302336,0.371969,0.438536,0.435768,0.408986,0.427525,0.141134,0.151116,0.137007,0.186784,0.164276,0.145914,0.159599,0.16229,0.999991,1.0,0.536959,0.993775,0.991055,0.992591
1724.0,0.459448,0.47430100000000003,0.34443199999999996,0.22808599999999998,0.18480899999999997,0.16650099999999998,0.09966100000000001,0.101163,0.414551,0.428809,0.415802,0.416169,0.260358,0.241799,0.291054,0.297235,0.233767,0.380871,0.426161,0.334068,0.517441,0.45067999999999997,0.5167309999999999,0.446724,0.373623,0.529824,0.277505,0.202898,0.186038,0.199353,0.426419,0.350526,0.302289,0.37187800000000004,0.43851599999999996,0.435833,0.408947,0.427562,0.141151,0.151119,0.137014,0.18672799999999998,0.16431300000000001,0.145918,0.159596,0.162313,1.000006,1.0,0.536999,0.993913,0.991104,0.992673
1725.0,0.459663,0.474413,0.344555,0.22822399999999998,0.184837,0.166521,0.09965299999999999,0.10115,0.41473,0.42904800000000004,0.41588299999999995,0.416271,0.260514,0.241785,0.291142,0.297188,0.23219599999999999,0.37945799999999996,0.424432,0.33265700000000004,0.516918,0.45041600000000004,0.5155,0.44630600000000004,0.37344700000000003,0.52878,0.277518,0.202872,0.186115,0.19940999999999998,0.42652999999999996,0.350564,0.302303,0.37181,0.43853299999999995,0.435927,0.40897599999999995,0.427638,0.141237,0.15117,0.137069,0.186741,0.16443200000000002,0.14596,0.159649,0.16241,1.000038,0.999995,0.537105,0.9940260000000001,0.9911239999999999,0.992734
1726.0,0.45990200000000003,0.474555,0.344695,0.228386,0.184889,0.166549,0.09966699999999999,0.10113899999999999,0.414924,0.42931600000000003,0.415995,0.41639499999999996,0.260717,0.24177800000000002,0.291249,0.297103,0.230685,0.378097,0.422736,0.331277,0.5163880000000001,0.450176,0.514266,0.445895,0.37329999999999997,0.527725,0.277536,0.20285799999999998,0.186205,0.199488,0.426682,0.350632,0.302346,0.37174300000000005,0.438575,0.436031,0.40903300000000004,0.42772799999999994,0.14135799999999998,0.15124700000000002,0.137155,0.18678999999999998,0.164588,0.146021,0.159725,0.16253900000000002,1.000076,0.999992,0.537241,0.9941150000000001,0.991134,0.9927819999999999
1727.0,0.460134,0.474661,0.344837,0.22852499999999998,0.184919,0.166553,0.099673,0.101114,0.415088,0.429514,0.41610100000000005,0.416524,0.260885,0.241757,0.291326,0.297016,0.22920100000000002,0.376771,0.421049,0.329921,0.515833,0.44990699999999995,0.5130250000000001,0.44548000000000004,0.37316299999999997,0.526634,0.277553,0.20285599999999998,0.18627300000000002,0.19954899999999998,0.426798,0.350675,0.302381,0.371653,0.43863599999999997,0.436123,0.409081,0.427804,0.141483,0.151323,0.13725199999999999,0.18684599999999998,0.164731,0.146085,0.159793,0.162655,1.000106,0.999997,0.537367,0.994166,0.9911409999999999,0.9928180000000001
1728.0,0.460348,0.474694,0.344981,0.22862300000000002,0.184903,0.166513,0.09965299999999999,0.101061,0.415203,0.42958599999999997,0.41619100000000003,0.416661,0.260978,0.24171299999999998,0.29134899999999997,0.296954,0.227728,0.375486,0.419362,0.328583,0.515241,0.449574,0.511777,0.44506,0.37304299999999996,0.5254829999999999,0.277574,0.20287400000000003,0.186298,0.199572,0.42684199999999994,0.350665,0.30239699999999997,0.371515,0.43872999999999995,0.436207,0.409109,0.427859,0.141598,0.151385,0.137362,0.186898,0.16484100000000002,0.146152,0.159838,0.16273900000000002,1.000116,1.000023,0.537474,0.994163,0.991148,0.9928480000000001
1729.0,0.460559,0.47468499999999997,0.34513800000000006,0.228706,0.184864,0.166444,0.099621,0.10098900000000001,0.415291,0.429578,0.416284,0.416816,0.261033,0.241657,0.291342,0.2969,0.22628199999999998,0.374252,0.41768700000000003,0.32726999999999995,0.5146229999999999,0.449204,0.510525,0.444644,0.372949,0.5242840000000001,0.277602,0.20291399999999998,0.186296,0.199575,0.426852,0.35062800000000005,0.302413,0.37134300000000003,0.438863,0.43629399999999996,0.409138,0.42790999999999996,0.141724,0.151447,0.13749599999999998,0.18696300000000002,0.16494299999999998,0.146231,0.15987600000000002,0.162813,1.00011,1.0000660000000001,0.5375840000000001,0.994113,0.991151,0.992871
1730.0,0.46075200000000005,0.47464100000000004,0.34527599999999997,0.228744,0.18479500000000001,0.166354,0.099582,0.10091,0.415339,0.429506,0.416348,0.41695,0.26105,0.24158000000000002,0.2913,0.296832,0.22485499999999997,0.37302100000000005,0.416012,0.325977,0.5139779999999999,0.44880899999999996,0.509258,0.44420699999999996,0.372834,0.523068,0.277613,0.202947,0.18627400000000002,0.199559,0.42680999999999997,0.350562,0.3024,0.371163,0.438976,0.43634,0.40913499999999997,0.42792600000000003,0.141833,0.151505,0.137616,0.18702100000000002,0.165019,0.146293,0.15989599999999998,0.162861,1.000106,1.000103,0.537654,0.9940399999999999,0.991152,0.992872
1731.0,0.46090899999999996,0.47456000000000004,0.34536,0.228703,0.184685,0.166245,0.099536,0.10083600000000001,0.415327,0.429381,0.416345,0.417022,0.261027,0.241467,0.291213,0.29672699999999996,0.223434,0.37174300000000005,0.414318,0.3247,0.5133030000000001,0.44839599999999996,0.50796,0.443724,0.372652,0.5218630000000001,0.277578,0.20294399999999999,0.186235,0.199523,0.426694,0.350462,0.302324,0.37099899999999997,0.439007,0.4363,0.409062,0.427877,0.141895,0.151554,0.137684,0.18705300000000002,0.165048,0.146311,0.159882,0.162861,1.0001179999999998,1.000111,0.537637,0.993964,0.99115,0.992837
1732.0,0.46102400000000004,0.474404,0.34539299999999995,0.228547,0.18450500000000003,0.166096,0.09947900000000001,0.100755,0.415222,0.429161,0.416247,0.417012,0.26094,0.241292,0.29105000000000003,0.29656,0.221986,0.370388,0.41256,0.323409,0.512567,0.447934,0.506597,0.44317700000000004,0.372391,0.520638,0.277482,0.2029,0.186168,0.19944800000000001,0.42646700000000004,0.350306,0.302166,0.37083799999999995,0.43892600000000004,0.436147,0.40887700000000005,0.427734,0.14189,0.15158,0.13768,0.187042,0.16500299999999998,0.14626899999999998,0.159816,0.16278600000000001,1.000154,1.0000799999999999,0.537499,0.9938720000000001,0.9911490000000001,0.992762
1733.0,0.461114,0.474222,0.34539000000000003,0.22834,0.184298,0.165934,0.099417,0.100677,0.415077,0.42889499999999997,0.41611,0.41696599999999995,0.260822,0.241097,0.290855,0.296375,0.220558,0.369018,0.41080399999999995,0.322143,0.511811,0.447459,0.50522,0.442602,0.372089,0.519418,0.277359,0.202835,0.186087,0.199359,0.426188,0.350126,0.301968,0.37068399999999996,0.438802,0.43593899999999997,0.408653,0.42755000000000004,0.141859,0.151603,0.137648,0.187018,0.16493,0.146201,0.15972899999999998,0.162681,1.000197,1.000033,0.537307,0.993771,0.991145,0.9926600000000001
1734.0,0.46120399999999995,0.47409300000000004,0.345364,0.228173,0.184119,0.165802,0.09936099999999999,0.10061500000000001,0.414969,0.428662,0.416004,0.416943,0.260716,0.24094300000000002,0.290693,0.296226,0.219219,0.367715,0.409146,0.32095799999999997,0.511102,0.447027,0.5039,0.44205,0.371788,0.518252,0.277251,0.20277,0.186015,0.199294,0.425937,0.349966,0.301779,0.370554,0.438724,0.43574199999999996,0.408485,0.427389,0.141851,0.151653,0.13764300000000002,0.18702100000000002,0.164887,0.146149,0.15966,0.162608,1.000225,1.000002,0.537151,0.9936799999999999,0.9911279999999999,0.9925409999999999
1735.0,0.46130899999999997,0.474086,0.34531500000000004,0.22811299999999998,0.18401299999999998,0.16573899999999997,0.099322,0.10058500000000001,0.414954,0.428514,0.41598199999999996,0.416987,0.26066,0.24087499999999998,0.290611,0.29615600000000003,0.21800999999999998,0.36652900000000005,0.40765,0.319896,0.51048,0.44668399999999997,0.502686,0.44155,0.37150599999999995,0.517174,0.27718699999999996,0.20271799999999998,0.185971,0.199284,0.425772,0.34985700000000003,0.301634,0.37046,0.438757,0.43560099999999996,0.40844499999999995,0.427303,0.14190899999999998,0.151757,0.13770200000000002,0.18708,0.164927,0.146142,0.159641,0.162615,1.000217,1.000012,0.537091,0.9936109999999999,0.9910890000000001,0.9924
1736.0,0.46141800000000005,0.47417499999999996,0.345231,0.22812100000000002,0.183952,0.16573000000000002,0.09929600000000001,0.100584,0.41499699999999995,0.428413,0.416013,0.417076,0.260635,0.240871,0.29058,0.296142,0.21689699999999998,0.365421,0.406271,0.318932,0.5099130000000001,0.446407,0.501542,0.441077,0.37121899999999997,0.516166,0.277149,0.202667,0.185944,0.199316,0.425655,0.349775,0.301507,0.370395,0.438865,0.435479,0.408493,0.427264,0.142015,0.15190599999999999,0.13780099999999998,0.187179,0.165029,0.14616400000000002,0.159655,0.162675,1.00018,1.000056,0.537084,0.993556,0.991028,0.992222
1737.0,0.461527,0.47428600000000004,0.345143,0.22816299999999998,0.183919,0.165738,0.09927199999999999,0.10059,0.41507599999999995,0.428352,0.416071,0.417175,0.260615,0.2409,0.29058,0.296158,0.215889,0.364392,0.405,0.31805,0.509403,0.446164,0.500466,0.44063699999999995,0.37095300000000003,0.515209,0.277127,0.20262,0.185925,0.19936,0.42556600000000006,0.34972299999999995,0.301394,0.370353,0.439009,0.43538200000000005,0.408588,0.427241,0.142131,0.152067,0.137926,0.1873,0.16514299999999998,0.146199,0.159683,0.162761,1.000137,1.000101,0.537119,0.993513,0.9909640000000001,0.992058
1738.0,0.46163,0.474347,0.345082,0.228208,0.183896,0.16572800000000001,0.09923799999999999,0.10058299999999999,0.41517200000000004,0.428328,0.41613100000000003,0.417247,0.26057600000000003,0.24093900000000001,0.290595,0.29617899999999997,0.215004,0.363448,0.403833,0.317237,0.5089520000000001,0.445927,0.49945999999999996,0.440242,0.37073999999999996,0.5142909999999999,0.277113,0.20257999999999998,0.185906,0.19939,0.42548400000000003,0.34970799999999996,0.30129300000000003,0.37032699999999996,0.439154,0.435319,0.408696,0.427203,0.142221,0.152208,0.138066,0.187424,0.165224,0.146233,0.159706,0.16284600000000002,1.000111,1.000115,0.537188,0.993479,0.9909180000000001,0.991961
1739.0,0.46171799999999996,0.47436100000000003,0.345051,0.228268,0.183898,0.165702,0.09918900000000001,0.100563,0.415319,0.42835,0.416206,0.41729900000000003,0.260522,0.241008,0.29064,0.29622499999999996,0.214264,0.36259,0.402783,0.316496,0.508583,0.44569400000000003,0.498524,0.43991,0.370585,0.513404,0.277114,0.202556,0.185889,0.199407,0.42542700000000006,0.349755,0.30121200000000004,0.37033299999999997,0.43933500000000003,0.435299,0.408844,0.42715000000000003,0.142292,0.15234,0.138245,0.187561,0.165273,0.146271,0.15972899999999998,0.162945,1.000097,1.000085,0.537319,0.9934439999999999,0.99087,0.991934
1740.0,0.461803,0.47435000000000005,0.34503500000000004,0.228341,0.183915,0.165669,0.099134,0.10053699999999999,0.41548699999999994,0.42841,0.416291,0.41733600000000004,0.260457,0.241094,0.290704,0.296283,0.21363900000000002,0.361815,0.401837,0.315828,0.50827,0.44547600000000004,0.497658,0.43961799999999995,0.370471,0.512561,0.277125,0.202537,0.18587599999999999,0.199418,0.42538200000000004,0.34983400000000003,0.301142,0.370356,0.439526,0.435309,0.40901499999999996,0.42709400000000003,0.14235,0.152462,0.138442,0.187707,0.165304,0.146313,0.159753,0.163052,1.000093,1.0000360000000001,0.537484,0.99342,0.990834,0.991956
1741.0,0.461903,0.474318,0.34503100000000003,0.228406,0.183915,0.16563199999999997,0.099085,0.100506,0.415608,0.42849,0.41636,0.41735,0.260375,0.241154,0.290761,0.29631799999999997,0.213074,0.361115,0.40096400000000004,0.315224,0.507971,0.44528100000000004,0.49686199999999997,0.43932499999999997,0.37038400000000005,0.511774,0.277133,0.202506,0.18586,0.199421,0.425319,0.349895,0.301066,0.37036499999999994,0.439662,0.43533,0.40915300000000004,0.427034,0.142385,0.152559,0.138606,0.187843,0.165319,0.146351,0.159772,0.16313300000000003,1.000106,1.000002,0.537629,0.99343,0.990847,0.9920140000000001
1742.0,0.462039,0.474264,0.34503799999999996,0.22844899999999999,0.183872,0.16559200000000002,0.099049,0.100471,0.41562699999999997,0.42859,0.41639499999999996,0.41733,0.260267,0.241158,0.290796,0.296302,0.212532,0.360481,0.400137,0.314676,0.5076550000000001,0.445117,0.496132,0.43900399999999995,0.37032400000000004,0.511045,0.27713,0.202446,0.185838,0.199408,0.425214,0.349906,0.300971,0.370342,0.439687,0.435351,0.409221,0.426979,0.142383,0.152616,0.13870100000000002,0.187955,0.16531400000000002,0.146377,0.159776,0.16316299999999997,1.000156,1.000011,0.537709,0.9935039999999999,0.990958,0.992119
1743.0,0.462209,0.474186,0.345064,0.22847699999999999,0.1838,0.165547,0.099024,0.100428,0.415565,0.428726,0.416404,0.41727400000000003,0.260129,0.24111899999999997,0.290823,0.296247,0.21203399999999997,0.359914,0.399365,0.314187,0.5073380000000001,0.44498899999999997,0.49546300000000004,0.43866999999999995,0.370306,0.510363,0.277122,0.202363,0.185808,0.199379,0.42507599999999995,0.349893,0.300864,0.370303,0.439623,0.43538400000000005,0.409242,0.426932,0.142346,0.152637,0.138745,0.188053,0.165283,0.146393,0.159767,0.163153,1.000249,1.0000499999999999,0.537743,0.9936440000000001,0.991169,0.992289
